note_source note,title,identifier_PPNanalog,recordIdentifier,classification,dateIssued,accessCondition_use and reproduction,accessCondition_restriction on access,form_material,form_form,extent,coordinates,identifier_ark,subject,canton,documentType,fileUrl,iiifUrl,roleTerm_code,namePart_family,namePart_given,displayForm_personal,topic,state,geographic
Ein junger Mann im verschneiten Wald. Im Hintergrund ist das seit dem 9. Jahrhunderts bestehende Benediktiner-Kloster Einsiedeln zu erkennen.,"Ein junger Mann im winterlichen Wald, im Hintergrund das Kloster Einsiedeln",TF_GP_01482,BibZug_TD_23_01482,Bibliothek Zug#Glasplatten,1913,CC0 1.0 Universal (CC0 1.0) Public Domain Dedication,OPENACCESS,Glasplatte,Geschichte,9x12,"47.1267934477, 8.75119909189",ark:/63274/bz1g90z,Tourismus,Schwyz,Photograph,[{'FILE_0001_DEFAULT': 'https://zentralgut.ch/content/BibZug_TD_23_01482/800/0/TD_23_01482.jpg'}],[{'FILE_0001_IIIF': 'https://zentralgut.ch/api/v1/records/BibZug_TD_23_01482/files/images/TD_23_01482.jpg'}],,,,,,,
Eine Aufnahme von zwei Männern in einer Wiese vor einem Bergpanorama.,Zwei Männer in einer Wiese vor Bergpanorama,TF_GP_01483,BibZug_TD_23_01483,Bibliothek Zug#Glasplatten,Undatiert,CC0 1.0 Universal (CC0 1.0) Public Domain Dedication,OPENACCESS,Glasplatte,Geschichte,9x12,,ark:/63274/bz1bk7h,Reise,,Photograph,[{'FILE_0001_DEFAULT': 'https://zentralgut.ch/content/BibZug_TD_23_01483/800/0/TD_23_01483.jpg'}],[{'FILE_0001_IIIF': 'https://zentralgut.ch/api/v1/records/BibZug_TD_23_01483/files/images/TD_23_01483.jpg'}],,,,,,,
Gemälde einer Frau mit einem Wappenschild in der oberen rechten Ecke.,Gemälde einer Frau,TF_GP_01484,BibZug_TD_23_01484,Bibliothek Zug#Glasplatten,Undatiert,CC0 1.0 Universal (CC0 1.0) Public Domain Dedication,OPENACCESS,Glasplatte,Geschichte,9x12,,ark:/63274/bz16s5k,Kunst,,Photograph,[{'FILE_0001_DEFAULT': 'https://zentralgut.ch/content/BibZug_TD_23_01484/800/0/TD_23_01484.jpg'}],[{'FILE_0001_IIIF': 'https://zentralgut.ch/api/v1/records/BibZug_TD_23_01484/files/images/TD_23_01484.jpg'}],,,,,,,
Eine Aufnahme von einem jungen Mann in seinem Zimmer.,Ein junger Mann in seinem Zimmer,TF_GP_01485,BibZug_TD_23_01485,Bibliothek Zug#Glasplatten,Undatiert,CC0 1.0 Universal (CC0 1.0) Public Domain Dedication,OPENACCESS,Glasplatte,Portrait,9x12,,ark:/63274/bz13334,private Fotografie,,Photograph,[{'FILE_0001_DEFAULT': 'https://zentralgut.ch/content/BibZug_TD_23_01485/800/0/TD_23_01485.jpg'}],[{'FILE_0001_IIIF': 'https://zentralgut.ch/api/v1/records/BibZug_TD_23_01485/files/images/TD_23_01485.jpg'}],,,,,,,
Eine Gruppe Knaben am Baden in einem unbekanntem See,Knaben am Baden im See,TF_GP_01486,BibZug_TD_23_01486,Bibliothek Zug#Glasplatten,Undatiert,CC0 1.0 Universal (CC0 1.0) Public Domain Dedication,OPENACCESS,Glasplatte,Geschichte,9x12,,ark:/63274/bz1z90s,Landschaft,,Photograph,[{'FILE_0001_DEFAULT': 'https://zentralgut.ch/content/BibZug_TD_23_01486/800/0/TD_23_01486.jpg'}],[{'FILE_0001_IIIF': 'https://zentralgut.ch/api/v1/records/BibZug_TD_23_01486/files/images/TD_23_01486.jpg'}],,,,,,,
"Eine Aufnahme von zwei kleinen Mädchen, welche in einer Wiese für das Bild posieren.",Zwei kleine Mädchen in einer Wiese,TF_GP_01487,BibZug_TD_23_01487,Bibliothek Zug#Glasplatten,Undatiert,CC0 1.0 Universal (CC0 1.0) Public Domain Dedication,OPENACCESS,Glasplatte,Geschichte,9x12,,ark:/63274/bz1tk8r,private Fotografie,,Photograph,[{'FILE_0001_DEFAULT': 'https://zentralgut.ch/content/BibZug_TD_23_01487/800/0/TD_23_01487.jpg'}],[{'FILE_0001_IIIF': 'https://zentralgut.ch/api/v1/records/BibZug_TD_23_01487/files/images/TD_23_01487.jpg'}],,,,,,,
Eine Aufnahme eines älteren Herrn mit Wanderausrüstung an einem Berghang von der Sonne beschienen.,Ein älterer Herr an einem Berghang,TF_GP_01488,BibZug_TD_23_01488,Bibliothek Zug#Glasplatten,Undatiert,CC0 1.0 Universal (CC0 1.0) Public Domain Dedication,OPENACCESS,Glasplatte,Geschichte,9x12,,ark:/63274/bz1ps5d,Reise,,Photograph,[{'FILE_0001_DEFAULT': 'https://zentralgut.ch/content/BibZug_TD_23_01488/800/0/TD_23_01488.jpg'}],[{'FILE_0001_IIIF': 'https://zentralgut.ch/api/v1/records/BibZug_TD_23_01488/files/images/TD_23_01488.jpg'}],,,,,,,
Ein Portrait eines kleinen Mädchens.,Ein junges Mädchen,TF_GP_01489,BibZug_TD_23_01489,Bibliothek Zug#Glasplatten,Undatiert,CC0 1.0 Universal (CC0 1.0) Public Domain Dedication,OPENACCESS,Glasplatte,Portrait,9x12,,ark:/63274/bz1k34c,private Fotografie,,Photograph,[{'FILE_0001_DEFAULT': 'https://zentralgut.ch/content/BibZug_TD_23_01489/800/0/TD_23_01489.jpg'}],[{'FILE_0001_IIIF': 'https://zentralgut.ch/api/v1/records/BibZug_TD_23_01489/files/images/TD_23_01489.jpg'}],,,,,,,
Ein Portrait eines jungen Mannes.,Portrait eines jungen Mannes,TF_GP_01493,BibZug_TD_23_01493,Bibliothek Zug#Glasplatten,Undatiert,CC0 1.0 Universal (CC0 1.0) Public Domain Dedication,OPENACCESS,Glasplatte,Portrait,9x12,,ark:/63274/bz1f911,Portrait,,Photograph,[{'FILE_0001_DEFAULT': 'https://zentralgut.ch/content/BibZug_TD_23_01493/800/0/TD_23_01493.jpg'}],[{'FILE_0001_IIIF': 'https://zentralgut.ch/api/v1/records/BibZug_TD_23_01493/files/images/TD_23_01493.jpg'}],,,,,,,
Eine grössere Wandergruppe am posieren am einer Wiese am Berghang. Eventuell handelt es sich dabei um Mitglieder des S.A.C.,Grössere Wandergruppe am posieren,TF_GP_01495,BibZug_TD_23_01495,Bibliothek Zug#Glasplatten,Undatiert,CC0 1.0 Universal (CC0 1.0) Public Domain Dedication,OPENACCESS,Glasplatte,Geschichte,9x12,,ark:/63274/bz15s6n,private Fotografie,,Photograph,[{'FILE_0001_DEFAULT': 'https://zentralgut.ch/content/BibZug_TD_23_01495/800/0/TD_23_01495.jpg'}],[{'FILE_0001_IIIF': 'https://zentralgut.ch/api/v1/records/BibZug_TD_23_01495/files/images/TD_23_01495.jpg'}],,,,,,,
Eine Aufnahme von einem jungen Mädchen vor einer grossen Mauer.,Portrait eines Mädchens,TF_GP_01497,BibZug_TD_23_01497,Bibliothek Zug#Glasplatten,Undatiert,CC0 1.0 Universal (CC0 1.0) Public Domain Dedication,OPENACCESS,Glasplatte,Portrait,9x12,,ark:/63274/bz1x91v,private Fotografie,,Photograph,[{'FILE_0001_DEFAULT': 'https://zentralgut.ch/content/BibZug_TD_23_01497/800/0/TD_23_01497.jpg'}],[{'FILE_0001_IIIF': 'https://zentralgut.ch/api/v1/records/BibZug_TD_23_01497/files/images/TD_23_01497.jpg'}],,,,,,,
Eine Aufnahme von zwei älteren Herren an einem Schreibtisch.,Zwei ältere Herren an einem Schreibtisch,TF_GP_01512,BibZug_TD_23_01512,Bibliothek Zug#Glasplatten,Undatiert,CC0 1.0 Universal (CC0 1.0) Public Domain Dedication,OPENACCESS,Glasplatte,Geschichte,9x12,,ark:/63274/bz1mw68,private Fotografie,,Photograph,[{'FILE_0001_DEFAULT': 'https://zentralgut.ch/content/BibZug_TD_23_01512/800/0/TD_23_01512.jpg'}],[{'FILE_0001_IIIF': 'https://zentralgut.ch/api/v1/records/BibZug_TD_23_01512/files/images/TD_23_01512.jpg'}],,,,,,,
Eine Aufnahme von drei Verbindungsstudenten in einem Ruderboot.,Drei Studenten in einem Ruderboot,TF_GP_01513,BibZug_TD_23_01513,Bibliothek Zug#Glasplatten,Undatiert,CC0 1.0 Universal (CC0 1.0) Public Domain Dedication,OPENACCESS,Glasplatte,Geschichte,9x12,,ark:/63274/bz1h338,private Fotografie,,Photograph,[{'FILE_0001_DEFAULT': 'https://zentralgut.ch/content/BibZug_TD_23_01513/800/0/TD_23_01513.jpg'}],[{'FILE_0001_IIIF': 'https://zentralgut.ch/api/v1/records/BibZug_TD_23_01513/files/images/TD_23_01513.jpg'}],,,,,,,
"Ein junger Soldat in Uniform, wahrscheinlich ein Mitglied des Zuger Bataillon.",Junger Soldat in Uniform,TF_GP_01514,BibZug_TD_23_01514,Bibliothek Zug#Glasplatten,Undatiert,CC0 1.0 Universal (CC0 1.0) Public Domain Dedication,OPENACCESS,Glasplatte,Militär,9x12,,ark:/63274/bz1cd1g,Militär,,Photograph,[{'FILE_0001_DEFAULT': 'https://zentralgut.ch/content/BibZug_TD_23_01514/800/0/TD_23_01514.jpg'}],[{'FILE_0001_IIIF': 'https://zentralgut.ch/api/v1/records/BibZug_TD_23_01514/files/images/TD_23_01514.jpg'}],,,,,,,
Ein Portrait eines jungen Studenten mit dem Couleur seiner Verbindung.,Ein junger Student,TF_GP_01515,BibZug_TD_23_01515,Bibliothek Zug#Glasplatten,Undatiert,CC0 1.0 Universal (CC0 1.0) Public Domain Dedication,OPENACCESS,Glasplatte,Portrait,9x12,,ark:/63274/bz17k8w,private Fotografie,,Photograph,[{'FILE_0001_DEFAULT': 'https://zentralgut.ch/content/BibZug_TD_23_01515/800/0/TD_23_01515.jpg'}],[{'FILE_0001_IIIF': 'https://zentralgut.ch/api/v1/records/BibZug_TD_23_01515/files/images/TD_23_01515.jpg'}],,,,,,,
Ein Portrait eines jungen Mädchens.,Ein junges Mädchen,TF_GP_01516,BibZug_TD_23_01516,Bibliothek Zug#Glasplatten,Undatiert,CC0 1.0 Universal (CC0 1.0) Public Domain Dedication,OPENACCESS,Glasplatte,Portrait,9x12,,ark:/63274/bz13w63,Portrait,,Photograph,[{'FILE_0001_DEFAULT': 'https://zentralgut.ch/content/BibZug_TD_23_01516/800/0/TD_23_01516.jpg'}],[{'FILE_0001_IIIF': 'https://zentralgut.ch/api/v1/records/BibZug_TD_23_01516/files/images/TD_23_01516.jpg'}],,,,,,,
Ein Portrait von zwei älteren Damen vor einem Baum.,Zwei ältere Damen,TF_GP_01517,BibZug_TD_23_01517,Bibliothek Zug#Glasplatten,Undatiert,CC0 1.0 Universal (CC0 1.0) Public Domain Dedication,OPENACCESS,Glasplatte,Portrait,9x12,,ark:/63274/bz10333,Portrait,,Photograph,[{'FILE_0001_DEFAULT': 'https://zentralgut.ch/content/BibZug_TD_23_01517/800/0/TD_23_01517.jpg'}],[{'FILE_0001_IIIF': 'https://zentralgut.ch/api/v1/records/BibZug_TD_23_01517/files/images/TD_23_01517.jpg'}],,,,,,,
"Eine grössere Gruppe bei der Grabenstrasse mit Schlitten, im Hintergrund erkennt man das Hotel Central.",Gruppenbild auf der Grabnestrasse,TF_GP_01519,BibZug_TD_23_01519,Bibliothek Zug#Glasplatten,Undatiert,CC0 1.0 Universal (CC0 1.0) Public Domain Dedication,OPENACCESS,Glasplatte,Geschichte,9x12,"47.1649169581, 8.51473715289",ark:/63274/bz1qp7f,Personen,Zug,Photograph,[{'FILE_0001_DEFAULT': 'https://zentralgut.ch/content/BibZug_TD_23_01519/800/0/TD_23_01519.jpg'}],[{'FILE_0001_IIIF': 'https://zentralgut.ch/api/v1/records/BibZug_TD_23_01519/files/images/TD_23_01519.jpg'}],,,,,,,
Ein Portrait eines jungen Mannes.,Portrait eines jungen Mannes,TF_GP_01520,BibZug_TD_23_01520,Bibliothek Zug#Glasplatten,Undatiert,CC0 1.0 Universal (CC0 1.0) Public Domain Dedication,OPENACCESS,Glasplatte,Portrait,9x12,,ark:/63274/bz1kw5h,Portrait,,Photograph,[{'FILE_0001_DEFAULT': 'https://zentralgut.ch/content/BibZug_TD_23_01520/800/0/TD_23_01520.jpg'}],[{'FILE_0001_IIIF': 'https://zentralgut.ch/api/v1/records/BibZug_TD_23_01520/files/images/TD_23_01520.jpg'}],,,,,,,
Ein Portrait eines jungen Studenten mit dem Couleur seiner Verbindung.,Ein junger Student mit seinem Couleur,TF_GP_01521,BibZug_TD_23_01521,Bibliothek Zug#Glasplatten,Undatiert,CC0 1.0 Universal (CC0 1.0) Public Domain Dedication,OPENACCESS,Glasplatte,Portrait,9x12,,ark:/63274/bz1g62n,Portrait,,Photograph,[{'FILE_0001_DEFAULT': 'https://zentralgut.ch/content/BibZug_TD_23_01521/800/0/TD_23_01521.jpg'}],[{'FILE_0001_IIIF': 'https://zentralgut.ch/api/v1/records/BibZug_TD_23_01521/files/images/TD_23_01521.jpg'}],,,,,,,
Eine Aufnahme einer jungen Frau auf einem Schlitten im Wald.,Eine junge Frau auf einem Schlitten im Wald,TF_GP_01522,BibZug_TD_23_01522,Bibliothek Zug#Glasplatten,Undatiert,CC0 1.0 Universal (CC0 1.0) Public Domain Dedication,OPENACCESS,Glasplatte,Portrait,9x12,,ark:/63274/bz1bd0q,private Fotografie,,Photograph,[{'FILE_0001_DEFAULT': 'https://zentralgut.ch/content/BibZug_TD_23_01522/800/0/TD_23_01522.jpg'}],[{'FILE_0001_IIIF': 'https://zentralgut.ch/api/v1/records/BibZug_TD_23_01522/files/images/TD_23_01522.jpg'}],,,,,,,
"Eine grössere Gruppe mit Schlitten im Freien, eventuell beim Zugerberg.",Gruppenbild im Winter,TF_GP_01523,BibZug_TD_23_01523,Bibliothek Zug#Glasplatten,Undatiert,CC0 1.0 Universal (CC0 1.0) Public Domain Dedication,OPENACCESS,Glasplatte,Geschichte,9x12,,ark:/63274/bz16p8p,private Fotografie,Zug,Photograph,[{'FILE_0001_DEFAULT': 'https://zentralgut.ch/content/BibZug_TD_23_01523/800/0/TD_23_01523.jpg'}],[{'FILE_0001_IIIF': 'https://zentralgut.ch/api/v1/records/BibZug_TD_23_01523/files/images/TD_23_01523.jpg'}],,,,,,,
Ein verschwommenes Bild eines Musikers mit einem Cello.,Bild eines Musikers,TF_GP_01524,BibZug_TD_23_01524,Bibliothek Zug#Glasplatten,Undatiert,CC0 1.0 Universal (CC0 1.0) Public Domain Dedication,OPENACCESS,Glasplatte,Geschichte,9x12,,ark:/63274/bz12w4x,Alltag,,Photograph,[{'FILE_0001_DEFAULT': 'https://zentralgut.ch/content/BibZug_TD_23_01524/800/0/TD_23_01524.jpg'}],[{'FILE_0001_IIIF': 'https://zentralgut.ch/api/v1/records/BibZug_TD_23_01524/files/images/TD_23_01524.jpg'}],,,,,,,
"Portrait von einem älteren Herrn in Uniform, vermutlich handelt es sich dabei um ein Feuerwehrmann.",Ein älterer Herr in Uniform,TF_GP_01525,BibZug_TD_23_01525,Bibliothek Zug#Glasplatten,1915,CC0 1.0 Universal (CC0 1.0) Public Domain Dedication,OPENACCESS,Glasplatte,Geschichte,9x12,,ark:/63274/bz1z63w,private Fotografie,,Photograph,[{'FILE_0001_DEFAULT': 'https://zentralgut.ch/content/BibZug_TD_23_01525/800/0/TD_23_01525.jpg'}],[{'FILE_0001_IIIF': 'https://zentralgut.ch/api/v1/records/BibZug_TD_23_01525/files/images/TD_23_01525.jpg'}],,,,,,,
Inneres Burgtor der aus dem späten 13. Jahrhundert stammenden Castello di Montebello östlich der Altstadt von Bellinzona.,Inneres Burgtor des Castello di Montebello bei Bellinzona,TF_GP_01526,BibZug_TD_23_01526,Bibliothek Zug#Glasplatten,Undatiert,CC0 1.0 Universal (CC0 1.0) Public Domain Dedication,OPENACCESS,Glasplatte,Geschichte,9x12,"46.1913331464, 9.02678128036",ark:/63274/bz1tc9w,Tourismus,Tessin,Photograph,[{'FILE_0001_DEFAULT': 'https://zentralgut.ch/content/BibZug_TD_23_01526/800/0/TD_23_01526.jpg'}],[{'FILE_0001_IIIF': 'https://zentralgut.ch/api/v1/records/BibZug_TD_23_01526/files/images/TD_23_01526.jpg'}],,,,,,,
Ein Portrait einer jungen Dame.,Portrait einer jungen Damen,TF_GP_01527,BibZug_TD_23_01527,Bibliothek Zug#Glasplatten,Undatiert,CC0 1.0 Universal (CC0 1.0) Public Domain Dedication,OPENACCESS,Glasplatte,Portrait,9x12,,ark:/63274/bz1pp8h,Portrait,,Photograph,[{'FILE_0001_DEFAULT': 'https://zentralgut.ch/content/BibZug_TD_23_01527/800/0/TD_23_01527.jpg'}],[{'FILE_0001_IIIF': 'https://zentralgut.ch/api/v1/records/BibZug_TD_23_01527/files/images/TD_23_01527.jpg'}],,,,,,,
Ein verschwommenes Bild von zwei Männer in einem winterlichem Hang.,Zwei Männer im verschneiten Hang,TF_GP_01529,BibZug_TD_23_01529,Bibliothek Zug#Glasplatten,Undatiert,CC0 1.0 Universal (CC0 1.0) Public Domain Dedication,OPENACCESS,Glasplatte,Geschichte,9x12,,ark:/63274/bz1jw4r,private Fotografie,,Photograph,[{'FILE_0001_DEFAULT': 'https://zentralgut.ch/content/BibZug_TD_23_01529/800/0/TD_23_01529.jpg'}],[{'FILE_0001_IIIF': 'https://zentralgut.ch/api/v1/records/BibZug_TD_23_01529/files/images/TD_23_01529.jpg'}],,,,,,,
"Eine Frau mit zwei kleinen Kinder vor einem Geschäft, im Vordergrund sind Tramschinen in der Strasse zu erkennen.",Eine Frau mit zwei Kinder,TF_GP_01530,BibZug_TD_23_01530,Bibliothek Zug#Glasplatten,Undatiert,CC0 1.0 Universal (CC0 1.0) Public Domain Dedication,OPENACCESS,Glasplatte,Geschichte,9x12,,ark:/63274/bz1f63q,private Fotografie,,Photograph,[{'FILE_0001_DEFAULT': 'https://zentralgut.ch/content/BibZug_TD_23_01530/800/0/TD_23_01530.jpg'}],[{'FILE_0001_IIIF': 'https://zentralgut.ch/api/v1/records/BibZug_TD_23_01530/files/images/TD_23_01530.jpg'}],,,,,,,
"Eine grössere Gruppe von Wanderern unterhalb des Gipfels im Hang, vermutlich Mitglieder des S.A.C.",Gruppenbild von Wanderern,TF_GP_01532,BibZug_TD_23_01532,Bibliothek Zug#Glasplatten,Undatiert,CC0 1.0 Universal (CC0 1.0) Public Domain Dedication,OPENACCESS,Glasplatte,Geschichte,9x12,,ark:/63274/bz15p8b,Landschaft,,Photograph,[{'FILE_0001_DEFAULT': 'https://zentralgut.ch/content/BibZug_TD_23_01532/800/0/TD_23_01532.jpg'}],[{'FILE_0001_IIIF': 'https://zentralgut.ch/api/v1/records/BibZug_TD_23_01532/files/images/TD_23_01532.jpg'}],,,,,,,
Ein Portrait eines jungen Paares im Wald.,Portrait eines jungen Paares,TF_GP_01533,BibZug_TD_23_01533,Bibliothek Zug#Glasplatten,Undatiert,CC0 1.0 Universal (CC0 1.0) Public Domain Dedication,OPENACCESS,Glasplatte,Portrait,9x12,,ark:/63274/bz11w50,Portrait,,Photograph,[{'FILE_0001_DEFAULT': 'https://zentralgut.ch/content/BibZug_TD_23_01533/800/0/TD_23_01533.jpg'}],[{'FILE_0001_IIIF': 'https://zentralgut.ch/api/v1/records/BibZug_TD_23_01533/files/images/TD_23_01533.jpg'}],,,,,,,
Portrait einer jungen Frau mit einem kleinen Blumenstrauss.,Eine junge Frau mit einem Blumenstrauss,TF_GP_01535,BibZug_TD_23_01535,Bibliothek Zug#Glasplatten,Undatiert,CC0 1.0 Universal (CC0 1.0) Public Domain Dedication,OPENACCESS,Glasplatte,Portrait,9x12,,ark:/63274/bz1sg9p,Portrait,,Photograph,[{'FILE_0001_DEFAULT': 'https://zentralgut.ch/content/BibZug_TD_23_01535/800/0/TD_23_01535.jpg'}],[{'FILE_0001_IIIF': 'https://zentralgut.ch/api/v1/records/BibZug_TD_23_01535/files/images/TD_23_01535.jpg'}],,,,,,,
Ein Portrait einer jungen Damen.,Portrait einer jungen Damen,TF_GP_01536,BibZug_TD_23_01536,Bibliothek Zug#Glasplatten,Undatiert,CC0 1.0 Universal (CC0 1.0) Public Domain Dedication,OPENACCESS,Glasplatte,Portrait,9x12,,ark:/63274/bz1np7r,Portrait,,Photograph,[{'FILE_0001_DEFAULT': 'https://zentralgut.ch/content/BibZug_TD_23_01536/800/0/TD_23_01536.jpg'}],[{'FILE_0001_IIIF': 'https://zentralgut.ch/api/v1/records/BibZug_TD_23_01536/files/images/TD_23_01536.jpg'}],,,,,,,
Ein Portrait von zwei kleinen Kindern.,Portrait von zwei kleinen Kinder,TF_GP_01537,BibZug_TD_23_01537,Bibliothek Zug#Glasplatten,Undatiert,CC0 1.0 Universal (CC0 1.0) Public Domain Dedication,OPENACCESS,Glasplatte,Portrait,9x12,,ark:/63274/bz1j04w,Portrait,,Photograph,[{'FILE_0001_DEFAULT': 'https://zentralgut.ch/content/BibZug_TD_23_01537/800/0/TD_23_01537.jpg'}],[{'FILE_0001_IIIF': 'https://zentralgut.ch/api/v1/records/BibZug_TD_23_01537/files/images/TD_23_01537.jpg'}],,,,,,,
Ein Portrait einer jungen Frau mit einem Blumenstrauss.,Eine junge Frau mit einem Blumenstrauss,TF_GP_01538,BibZug_TD_23_01538,Bibliothek Zug#Glasplatten,Undatiert,CC0 1.0 Universal (CC0 1.0) Public Domain Dedication,OPENACCESS,Glasplatte,Portrait,9x12,,ark:/63274/bz1d62z,Portrait,,Photograph,[{'FILE_0001_DEFAULT': 'https://zentralgut.ch/content/BibZug_TD_23_01538/800/0/TD_23_01538.jpg'}],[{'FILE_0001_IIIF': 'https://zentralgut.ch/api/v1/records/BibZug_TD_23_01538/files/images/TD_23_01538.jpg'}],,,,,,,
Ein Portrait eines Soldaten des Zuger Bataillon 48 mit einer Trommel.,Soldat des Zuger Bataillon 48 mit Trommel,TF_GP_01539,BibZug_TD_23_01539,Bibliothek Zug#Glasplatten,Undatiert,CC0 1.0 Universal (CC0 1.0) Public Domain Dedication,OPENACCESS,Glasplatte,Portrait,9x12,,ark:/63274/bz18g9h,Portrait,Zug,Photograph,[{'FILE_0001_DEFAULT': 'https://zentralgut.ch/content/BibZug_TD_23_01539/800/0/TD_23_01539.jpg'}],[{'FILE_0001_IIIF': 'https://zentralgut.ch/api/v1/records/BibZug_TD_23_01539/files/images/TD_23_01539.jpg'}],,,,,,,
Papeterie Geschäft eventuell ein Geschäft von Faber&Castel.,Papeterie Geschäft,TF_GP_01540,BibZug_TD_23_01540,Bibliothek Zug#Glasplatten,Undatiert,CC0 1.0 Universal (CC0 1.0) Public Domain Dedication,OPENACCESS,Glasplatte,Geschichte,9x12,,ark:/63274/bz14p65,Gewerbe,,Photograph,[{'FILE_0001_DEFAULT': 'https://zentralgut.ch/content/BibZug_TD_23_01540/800/0/TD_23_01540.jpg'}],[{'FILE_0001_IIIF': 'https://zentralgut.ch/api/v1/records/BibZug_TD_23_01540/files/images/TD_23_01540.jpg'}],,,,,,,
"Ein Papeterie Geschäft, eventuell ein Geschäft von Faber&Castel.",Papeterie Geschäft,TF_GP_01541,BibZug_TD_23_01541,Bibliothek Zug#Glasplatten,Undatiert,CC0 1.0 Universal (CC0 1.0) Public Domain Dedication,OPENACCESS,Glasplatte,Geschichte,9x12,,ark:/63274/bz11054,Gewerbe,,Photograph,[{'FILE_0001_DEFAULT': 'https://zentralgut.ch/content/BibZug_TD_23_01541/800/0/TD_23_01541.jpg'}],[{'FILE_0001_IIIF': 'https://zentralgut.ch/api/v1/records/BibZug_TD_23_01541/files/images/TD_23_01541.jpg'}],,,,,,,
Ein Portrait von einer junge Frau.,Portrait von einer junge Frau,TF_GP_01542,BibZug_TD_23_01542,Bibliothek Zug#Glasplatten,Undatiert,CC0 1.0 Universal (CC0 1.0) Public Domain Dedication,OPENACCESS,Glasplatte,Portrait,9x12,,ark:/63274/bz1w61c,Portrait,,Photograph,[{'FILE_0001_DEFAULT': 'https://zentralgut.ch/content/BibZug_TD_23_01542/800/0/TD_23_01542.jpg'}],[{'FILE_0001_IIIF': 'https://zentralgut.ch/api/v1/records/BibZug_TD_23_01542/files/images/TD_23_01542.jpg'}],,,,,,,
Ein Portrait von zwei Frauen,Portrait von zwei Frauen,TF_GP_01543,BibZug_TD_23_01543,Bibliothek Zug#Glasplatten,Undatiert,CC0 1.0 Universal (CC0 1.0) Public Domain Dedication,OPENACCESS,Glasplatte,Portrait,9x12,,ark:/63274/bz1rh00,Portrait,,Photograph,[{'FILE_0001_DEFAULT': 'https://zentralgut.ch/content/BibZug_TD_23_01543/800/0/TD_23_01543.jpg'}],[{'FILE_0001_IIIF': 'https://zentralgut.ch/api/v1/records/BibZug_TD_23_01543/files/images/TD_23_01543.jpg'}],,,,,,,
Ein Zeppelin über der Stadt Zug und dem Zugersee.,Zeppelin über der Stadt Zug,TF_GP_01544,BibZug_TD_23_01544,Bibliothek Zug#Glasplatten,1900 - 1910,CC0 1.0 Universal (CC0 1.0) Public Domain Dedication,OPENACCESS,Glasplatte,Verkehr,9x12,"47.1680516482, 8.51536881297",ark:/63274/bz1mp60,Dokumentation,Zug,Photograph,[{'FILE_0001_DEFAULT': 'https://zentralgut.ch/content/BibZug_TD_23_01544/800/0/TD_23_01544.jpg'}],[{'FILE_0001_IIIF': 'https://zentralgut.ch/api/v1/records/BibZug_TD_23_01544/files/images/TD_23_01544.jpg'}],,,,,,,
Der untere Postplatz von Zug mit dem ehemaligen Hotel Bellevue. Das Hotel wurde 1908 abgebrochen und an gleicher Stelle wurde ein Verwaltungsgebäude des Kantons errichtet.,Postplatz Zug mit dem Hotel Bellevue zu sehen,TF_GP_01545,BibZug_TD_23_01545,Bibliothek Zug#Glasplatten,1898 - 1908,CC0 1.0 Universal (CC0 1.0) Public Domain Dedication,OPENACCESS,Glasplatte,Geschichte,9x12,"47.1677080081, 8.51541127837",ark:/63274/bz1h05z,Tourismus,Zug,Photograph,[{'FILE_0001_DEFAULT': 'https://zentralgut.ch/content/BibZug_TD_23_01545/800/0/TD_23_01545.jpg'}],[{'FILE_0001_IIIF': 'https://zentralgut.ch/api/v1/records/BibZug_TD_23_01545/files/images/TD_23_01545.jpg'}],,,,,,,
Der untere Postplatz von Zug mit dem ehemaligen Hotel Bellevue. Das Hotel wurde 1908 abgebrochen und an gleicher Stelle wurde ein Verwaltungsgebäude des Kantons errichtet. Im Hintergrund ist noch das alte Hotel Falken zu erkennen.,Postplatz Zug mit dem Hotel Bellevue,TF_GP_01546,BibZug_TD_23_01546,Bibliothek Zug#Glasplatten,1898 - 1908,CC0 1.0 Universal (CC0 1.0) Public Domain Dedication,OPENACCESS,Glasplatte,Geschichte,9x12,"47.1677080081, 8.51541127837",ark:/63274/bz1c62m,Tourismus,Zug,Photograph,[{'FILE_0001_DEFAULT': 'https://zentralgut.ch/content/BibZug_TD_23_01546/800/0/TD_23_01546.jpg'}],[{'FILE_0001_IIIF': 'https://zentralgut.ch/api/v1/records/BibZug_TD_23_01546/files/images/TD_23_01546.jpg'}],,,,,,,
Ein Kinder- und Jugendumzug vor dem ehemaligen Gasthaus Pilatus an der Bahnhofstrasse von Zug. Die Schienen der Tramlinie der Zuger Berg- und Strassenbahn sind noch nicht zu sehen.,Kinder- und Jugendumzug vor dem Gasthaus Pilatus,TF_GP_01547,BibZug_TD_23_01547,Bibliothek Zug#Glasplatten,1895 - 1905,CC0 1.0 Universal (CC0 1.0) Public Domain Dedication,OPENACCESS,Glasplatte,Volkskunde,9x12,"47.169094927052605, 8.51583720146349",ark:/63274/bz17h0t,Personen,Zug,Photograph,[{'FILE_0001_DEFAULT': 'https://zentralgut.ch/content/BibZug_TD_23_01547/800/0/TD_23_01547.jpg'}],[{'FILE_0001_IIIF': 'https://zentralgut.ch/api/v1/records/BibZug_TD_23_01547/files/images/TD_23_01547.jpg'}],,,,,,,
